,Column1,lexeme,syriac,glosses,etymologies,root,words,category,kaylo,origin_lang,origin_lang_word
75,18702,"{'id': 20293, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20293.json'}",ܐܓܐܪܛܘܢ,{'Greek': ['ἀγυρτός']},{'Greek': ['ἀγυρτός']},,"[{'id': 46667, 'uri': 'https://sedra.bethmardutho.org/api/word/46667.json'}]",adjective,,Greek,ἀγυρτός
76,18708,"{'id': 20299, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20299.json'}",ܐܓܐܪܝܐ,{'Latin': ['ἀγρία']},{'Greek': ['ἄγριος']},,"[{'id': 48309, 'uri': 'https://sedra.bethmardutho.org/api/word/48309.json'}, {'id': 46673, 'uri': 'https://sedra.bethmardutho.org/api/word/46673.json'}, {'id': 48308, 'uri': 'https://sedra.bethmardutho.org/api/word/48308.json'}]",adjective,,Greek,ἄγριος
77,19279,"{'id': 20966, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20966.json'}",ܐܓܐܪܝܩܘܢ,{'Greek': ['ἀγαρικόν']},{'Greek': ['ἀγαρικόν']},,"[{'id': 47340, 'uri': 'https://sedra.bethmardutho.org/api/word/47340.json'}]",noun,,Greek,ἀγαρικόν
78,19147,"{'id': 20793, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20793.json'}",ܐܓܐܬܐܕܢܘܢ,{'Greek': ['ἀγαθοδαίμων']},{'Greek': ['ἀγαθοδαίμων']},,"[{'id': 47167, 'uri': 'https://sedra.bethmardutho.org/api/word/47167.json'}]",noun,,Greek,ἀγαθοδαίμων
79,19280,"{'id': 20967, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20967.json'}",ܐܓܐܬܘܢܝܬܝܣܐܛܝ,{'Greek': ['ἀγαθωνιθίσητε']},"{'Greek': ['ἀγαθύνω', 'ἀγαθόω']}",,"[{'id': 47341, 'uri': 'https://sedra.bethmardutho.org/api/word/47341.json'}]",verb,,Greek,"ἀγαθύνω, ἀγαθόω"
80,19155,"{'id': 20801, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20801.json'}",ܐܓܓܗܠܘܣ,"{'English': ['messenger, angel'], 'Latin': ['angelus'], 'Greek': ['ἄγγελος']}",{'Greek': ['ἄγγελος']},,"[{'id': 48322, 'uri': 'https://sedra.bethmardutho.org/api/word/48322.json'}, {'id': 47175, 'uri': 'https://sedra.bethmardutho.org/api/word/47175.json'}]",noun,,Greek,ἄγγελος
81,18622,"{'id': 20202, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20202.json'}",ܐܓܖܪܐܛܘܢ,{'English': ['pot-marjoram']},{'Greek': ['ἀγήρατον']},,"[{'id': 46576, 'uri': 'https://sedra.bethmardutho.org/api/word/46576.json'}]",noun,,Greek,ἀγήρατον
82,18623,"{'id': 20203, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20203.json'}",ܐܓܖܪܐܛܘܣ,"{'Latin': ['insenescens'], 'Greek': ['άγήρατος']}",{'Greek': ['ἀγήρατος']},,"[{'id': 46577, 'uri': 'https://sedra.bethmardutho.org/api/word/46577.json'}]",adjective,,Greek,ἀγήρατος
83,18624,"{'id': 20204, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20204.json'}",ܐܓܖܪܘܣ,{'Greek': ['αἴγειρος']},{'Greek': ['αἴγειρος']},,"[{'id': 46578, 'uri': 'https://sedra.bethmardutho.org/api/word/46578.json'}]",noun,,Greek,αἴγειρος
84,18625,"{'id': 20205, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20205.json'}",ܐܓܖܬܐܠܘ,{'Greek': ['αἰγίθαλοι']},{'Greek': ['αἰγίθαλλος']},,"[{'id': 46579, 'uri': 'https://sedra.bethmardutho.org/api/word/46579.json'}]",noun,,Greek,αἰγίθαλλος
85,19156,"{'id': 20802, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20802.json'}",ܐܓܘܓ,"{'Latin': ['canalis, rivus, aquaeducts'], 'Greek': ['ἀγωγός']}",{'Greek': ['ἀγωγός']},,"[{'id': 47176, 'uri': 'https://sedra.bethmardutho.org/api/word/47176.json'}]",noun,,Greek,ἀγωγός
86,8351,"{'id': 9450, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/9450.json'}",ܐܓܘܓܐ,"{'Arabic': ['قناة'], 'French': ['canal'], 'English': ['watercourse, canal.']}",{'Greek': ['ἀγωγός']},,"[{'id': 33722, 'uri': 'https://sedra.bethmardutho.org/api/word/33722.json'}]",noun,,Greek,ἀγωγός
88,19237,"{'id': 20888, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20888.json'}",ܐܓܘܢ,{'Greek': ['ἀγών']},{'Greek': ['ἀγών']},,"[{'id': 47262, 'uri': 'https://sedra.bethmardutho.org/api/word/47262.json'}]",noun,,Greek,ἀγών
89,17,"{'id': 20, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20.json'}",ܐܓܘܢܐ,"{'Arabic': ['مصارعة, جهاد'], 'French': ['lutte, combat'], 'English': ['contest, struggle.', 'contest', 'conflict']}",{'Greek': ['ἀγών']},"{'id': 15, 'uri': 'https://sedra.bethmardutho.org/api/root/15.json'}","[{'id': 173, 'uri': 'https://sedra.bethmardutho.org/api/word/173.json'}, {'id': 174, 'uri': 'https://sedra.bethmardutho.org/api/word/174.json'}, {'id': 172, 'uri': 'https://sedra.bethmardutho.org/api/word/172.json'}, {'id': 175, 'uri': 'https://sedra.bethmardutho.org/api/word/175.json'}, {'id': 176, 'uri': 'https://sedra.bethmardutho.org/api/word/176.json'}]",noun,,Greek,ἀγών
90,19238,"{'id': 20889, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20889.json'}",ܐܓܘܢܝܐ,{'Greek': ['ἀγωνία']},{'Greek': ['ἀγωνία']},,"[{'id': 47263, 'uri': 'https://sedra.bethmardutho.org/api/word/47263.json'}]",noun,,Greek,ἀγωνία
91,18649,"{'id': 20235, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20235.json'}",ܐܓܘܢܝܣܐ,"{'English': ['to contend, agonize']}",{'Greek': ['ἀγωνίζομαι']},,"[{'id': 46609, 'uri': 'https://sedra.bethmardutho.org/api/word/46609.json'}]",noun,,Greek,ἀγωνίζομαι
92,9604,"{'id': 10711, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/10711.json'}",ܐܓܘܢܝܣܛܐ,"{'English': ['someone engaged in a contest, combatant.']}",{'Greek': ['ἀγωνιστής']},,"[{'id': 31788, 'uri': 'https://sedra.bethmardutho.org/api/word/31788.json'}]",noun,,Greek,ἀγωνιστής
93,19306,"{'id': 20993, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20993.json'}",ܐܓܘܪ,{'Greek': ['ἀγορά']},{'Greek': ['ἀγορά']},,"[{'id': 47367, 'uri': 'https://sedra.bethmardutho.org/api/word/47367.json'}]",noun,,Greek,ἀγορά
94,19240,"{'id': 20891, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20891.json'}",ܐܓܘܪܐ,{'Greek': ['ἀγορά']},{'Greek': ['ἀγορά']},,"[{'id': 47265, 'uri': 'https://sedra.bethmardutho.org/api/word/47265.json'}]",noun,,Greek,ἀγορά
95,6362,"{'id': 7455, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/7455.json'}",ܐܓܘܪܣܐ,"{'English': ['farms', 'land', 'field', 'field, hamlet, farm.'], 'Arabic': ['حقل', 'مزرعة', 'مأوى'], 'French': ['champ', 'ferme', 'hospice']}","{'Greek': ['ἀγρός', 'ἀγρός']}",,"[{'id': 178, 'uri': 'https://sedra.bethmardutho.org/api/word/178.json'}, {'id': 22862, 'uri': 'https://sedra.bethmardutho.org/api/word/22862.json'}, {'id': 179, 'uri': 'https://sedra.bethmardutho.org/api/word/179.json'}, {'id': 181, 'uri': 'https://sedra.bethmardutho.org/api/word/181.json'}, {'id': 38161, 'uri': 'https://sedra.bethmardutho.org/api/word/38161.json'}, {'id': 182, 'uri': 'https://sedra.bethmardutho.org/api/word/182.json'}, {'id': 180, 'uri': 'https://sedra.bethmardutho.org/api/word/180.json'}]",noun,,Greek,"ἀγρός, ἀγρός"
96,19241,"{'id': 20892, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20892.json'}",ܐܓܛܘܣ,"{'Greek': ['ἀγατός, ἀγητός']}",{'Greek': ['ἀγητός']},,"[{'id': 47266, 'uri': 'https://sedra.bethmardutho.org/api/word/47266.json'}]",adjective,,Greek,ἀγητός
97,19242,"{'id': 20893, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20893.json'}",ܐܓܝܐ,{'Greek': ['ἁγία']},{'Greek': ['ἅγιος']},,"[{'id': 47267, 'uri': 'https://sedra.bethmardutho.org/api/word/47267.json'}]",adjective,,Greek,ἅγιος
98,19243,"{'id': 20894, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20894.json'}",ܐܓܝܘܛܛܘܣ,{'Greek': ['ἁγιώτατος']},{'Greek': ['ἅγιος']},,"[{'id': 47268, 'uri': 'https://sedra.bethmardutho.org/api/word/47268.json'}, {'id': 48371, 'uri': 'https://sedra.bethmardutho.org/api/word/48371.json'}]",adjective,,Greek,ἅγιος
99,19168,"{'id': 20814, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20814.json'}",ܐܓܝܘܢ,"{'Greek': ['ἔριον'], 'English': ['wool']}",{'Greek': ['ἔριον']},,"[{'id': 47188, 'uri': 'https://sedra.bethmardutho.org/api/word/47188.json'}]",noun,,Greek,ἔριον
100,19244,"{'id': 20895, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20895.json'}",ܐܓܝܘܢܘܛܝܣ,{'Greek': ['ἀναγνώστης']},{'Greek': ['ἀναγνώστης']},,"[{'id': 47269, 'uri': 'https://sedra.bethmardutho.org/api/word/47269.json'}, {'id': 48373, 'uri': 'https://sedra.bethmardutho.org/api/word/48373.json'}]",noun,,Greek,ἀναγνώστης
101,19245,"{'id': 20896, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20896.json'}",ܐܓܝܘܣ,{'Greek': ['ἅγιος']},{'Greek': ['ἅγιος']},,"[{'id': 47270, 'uri': 'https://sedra.bethmardutho.org/api/word/47270.json'}, {'id': 48356, 'uri': 'https://sedra.bethmardutho.org/api/word/48356.json'}, {'id': 48372, 'uri': 'https://sedra.bethmardutho.org/api/word/48372.json'}]",adjective,,Greek,ἅγιος
102,28352,"{'id': 31172, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/31172.json'}",ܐܓܝܘܦܢܘܡܐ,{'Greek': ['Holy Ghost']},{'Greek': ['Ἅγιον Πνεῦμα']},,"[{'id': 57546, 'uri': 'https://sedra.bethmardutho.org/api/word/57546.json'}]",noun,,Greek,Ἅγιον Πνεῦμα
103,19290,"{'id': 20977, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20977.json'}",ܐܓܝܦܐ,{'Greek': ['ἀγάπη']},{'Greek': ['ἀγάπη']},,"[{'id': 47351, 'uri': 'https://sedra.bethmardutho.org/api/word/47351.json'}]",noun,,Greek,ἀγάπη
104,19288,"{'id': 20975, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20975.json'}",ܐܓܝܦܛܘܣ,{'Greek': ['Αἴγυπτος']},{'Greek': ['Αἴγυπτος']},,"[{'id': 47349, 'uri': 'https://sedra.bethmardutho.org/api/word/47349.json'}]",noun,,Greek,Αἴγυπτος
105,19289,"{'id': 20976, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20976.json'}",ܐܓܝܦܛܝܐ,{'Greek': ['Αἰγύπτιος']},{'Greek': ['Αἰγύπτιος']},,"[{'id': 47350, 'uri': 'https://sedra.bethmardutho.org/api/word/47350.json'}]",adjective,,Greek,Αἰγύπτιος
106,19294,"{'id': 20981, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20981.json'}",ܐܓܠܐܘܦܘܝܛܘܣ,"{'English': ['peony'], 'Greek': ['ἀγλαοφῶτις']}",{'Greek': ['ἀγλαοφῶτις']},,"[{'id': 47355, 'uri': 'https://sedra.bethmardutho.org/api/word/47355.json'}]",noun,,Greek,ἀγλαοφῶτις
107,18626,"{'id': 20206, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20206.json'}",ܐܓܠܘܟܘܢ,{'Greek': ['ἀγάλλοχον']},{'Greek': ['ἀγάλλοχον']},,"[{'id': 46580, 'uri': 'https://sedra.bethmardutho.org/api/word/46580.json'}, {'id': 48382, 'uri': 'https://sedra.bethmardutho.org/api/word/48382.json'}]",noun,,Greek,ἀγάλλοχον
108,19291,"{'id': 20978, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20978.json'}",ܐܓܠܘܣ,{'Greek': ['ἄγλωσσος']},{'Greek': ['ἄγλωσσος']},,"[{'id': 47352, 'uri': 'https://sedra.bethmardutho.org/api/word/47352.json'}, {'id': 48385, 'uri': 'https://sedra.bethmardutho.org/api/word/48385.json'}]",adjective,,Greek,ἄγλωσσος
109,19292,"{'id': 20979, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20979.json'}",ܐܓܠܘܦܘܛܝܣ,{'Greek': ['ἀγλαοφῶτις']},{'Greek': ['ἀγλαοφῶτις']},,"[{'id': 48388, 'uri': 'https://sedra.bethmardutho.org/api/word/48388.json'}, {'id': 47353, 'uri': 'https://sedra.bethmardutho.org/api/word/47353.json'}]",noun,,Greek,ἀγλαοφῶτις
110,19293,"{'id': 20980, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20980.json'}",ܐܓܠܝܦܣܝܣ,{'Latin': ['ἔκλειψις']},{'Greek': ['ἔκλειψις']},,"[{'id': 47354, 'uri': 'https://sedra.bethmardutho.org/api/word/47354.json'}]",noun,,Greek,ἔκλειψις
111,19295,"{'id': 20982, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20982.json'}",ܐܓܠܡܐ,{'Greek': ['ἄγαλμα']},{'Greek': ['ἄγαλμα']},,"[{'id': 47356, 'uri': 'https://sedra.bethmardutho.org/api/word/47356.json'}, {'id': 42606, 'uri': 'https://sedra.bethmardutho.org/api/word/42606.json'}]",noun,,Greek,ἄγαλμα
112,19296,"{'id': 20983, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20983.json'}",ܐܓܡܘܢܐ,{'Greek': ['ἡγεμών']},{'Greek': ['ἡγεμών']},,"[{'id': 47357, 'uri': 'https://sedra.bethmardutho.org/api/word/47357.json'}]",noun,,Greek,ἡγεμών
113,19297,"{'id': 20984, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20984.json'}",ܐܓܡܘܢܝܩܐ,{'Greek': ['ἡγεμονικός']},{'Greek': ['ἡγεμονικός']},,"[{'id': 47358, 'uri': 'https://sedra.bethmardutho.org/api/word/47358.json'}]",adjective,,Greek,ἡγεμονικός
114,19298,"{'id': 20985, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20985.json'}",ܐܓܡܘܢܝܩܝܐ,{'Greek': ['ἡγεμονική']},{'Greek': ['ἡγεμονικός']},,"[{'id': 47359, 'uri': 'https://sedra.bethmardutho.org/api/word/47359.json'}]",adjective,,Greek,ἡγεμονικός
115,19300,"{'id': 20987, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20987.json'}",ܐܓܡܡܢܘܢ,{'Greek': ['Ἀγαμέμνων']},{'Greek': ['Ἀγαμέμνων']},,"[{'id': 47361, 'uri': 'https://sedra.bethmardutho.org/api/word/47361.json'}]",noun,,Greek,Ἀγαμέμνων
116,19299,"{'id': 20986, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20986.json'}",ܐܓܡܢܘܬܐ,{'Greek': ['ἡγεμονία']},{'Greek': ['ἡγεμονία']},,"[{'id': 47360, 'uri': 'https://sedra.bethmardutho.org/api/word/47360.json'}]",noun,,Greek,ἡγεμονία
117,19301,"{'id': 20988, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20988.json'}",ܐܓܢܐܡܐ,{'Greek': ['ἀγνόημα']},{'Greek': ['ἀγνόημα']},,"[{'id': 47362, 'uri': 'https://sedra.bethmardutho.org/api/word/47362.json'}]",noun,,Greek,ἀγνόημα
118,19302,"{'id': 20989, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20989.json'}",ܐܓܢܘܣ,{'Greek': ['ἀγνός']},{'Greek': ['ἀγνός']},,"[{'id': 47363, 'uri': 'https://sedra.bethmardutho.org/api/word/47363.json'}, {'id': 48398, 'uri': 'https://sedra.bethmardutho.org/api/word/48398.json'}]",adjective,,Greek,ἀγνός
119,19303,"{'id': 20990, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20990.json'}",ܐܓܢܛܘܢ,{'Greek': ['ἀγέννητος']},{'Greek': ['ἀγέννητος']},,"[{'id': 47364, 'uri': 'https://sedra.bethmardutho.org/api/word/47364.json'}]",adjective,,Greek,ἀγέννητος
120,19304,"{'id': 20991, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20991.json'}",ܐܓܦܐ,{'Greek': ['ἀγάπη']},{'Greek': ['ἀγάπη']},,"[{'id': 47365, 'uri': 'https://sedra.bethmardutho.org/api/word/47365.json'}, {'id': 48406, 'uri': 'https://sedra.bethmardutho.org/api/word/48406.json'}]",noun,,Greek,ἀγάπη
121,19236,"{'id': 20886, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20886.json'}",ܐܓܩܓܝܐ,{'Greek': ['ὑδρογνώμονες']},{'Greek': ['ὑδρογνώμων']},,"[{'id': 47260, 'uri': 'https://sedra.bethmardutho.org/api/word/47260.json'}]",noun,,Greek,ὑδρογνώμων
122,19307,"{'id': 20994, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20994.json'}",ܐܓܪܐܕܣ,{'Greek': ['ἀχράδες']},{'Greek': ['ἀχράς']},,"[{'id': 47368, 'uri': 'https://sedra.bethmardutho.org/api/word/47368.json'}]",noun,,Greek,ἀχράς
123,15175,"{'id': 16470, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/16470.json'}",ܐܓܪܘܣܛܝܣ,"{'Latin': ['triticum repens'], 'Arabic': ['الثيل']}",{'Greek': ['ἀγρωστίς']},,"[{'id': 42844, 'uri': 'https://sedra.bethmardutho.org/api/word/42844.json'}]",noun,,Greek,ἀγρωστίς
124,15174,"{'id': 16469, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/16469.json'}",ܐܓܪܘܣܩܘܡܘܣ,"{'English': ['ass cucumber juice'], 'Latin': ['succus cucumerum asinorum']}",{'Greek': ['ἀγριοσίκυος']},,"[{'id': 42843, 'uri': 'https://sedra.bethmardutho.org/api/word/42843.json'}]",noun,,Greek,ἀγριοσίκυος
125,19182,"{'id': 20829, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20829.json'}",ܐܓܪܘܦܘܣ,"{'Greek': ['Εὐρωπός, γρύψ'], 'English': ['1) Europos, now Girbas, on the West side of the Euphrates; 2) Agrippa, nephew of Herod the Great; 3) a griffin']}",{'Greek': ['Εὐρωπός']},,"[{'id': 47203, 'uri': 'https://sedra.bethmardutho.org/api/word/47203.json'}]",noun,,Greek,Εὐρωπός
126,19308,"{'id': 20995, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20995.json'}",ܐܓܪܝܘܣ,{'Greek': ['ἄγριος']},{'Greek': ['ἄγριος']},,"[{'id': 47369, 'uri': 'https://sedra.bethmardutho.org/api/word/47369.json'}, {'id': 48423, 'uri': 'https://sedra.bethmardutho.org/api/word/48423.json'}, {'id': 48424, 'uri': 'https://sedra.bethmardutho.org/api/word/48424.json'}]",adjective,,Greek,ἄγριος
127,19309,"{'id': 20996, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20996.json'}",ܐܓܬܕܡܘܢ,{'Greek': ['ἀγαθοδαίμων']},{'Greek': ['ἀγαθοδαίμων']},,"[{'id': 47370, 'uri': 'https://sedra.bethmardutho.org/api/word/47370.json'}]",noun,,Greek,ἀγαθοδαίμων
128,19311,"{'id': 20998, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20998.json'}",ܐܓܬܘܣ,{'Greek': ['ἀγαθός']},{'Greek': ['ἀγαθός']},,"[{'id': 47372, 'uri': 'https://sedra.bethmardutho.org/api/word/47372.json'}, {'id': 48443, 'uri': 'https://sedra.bethmardutho.org/api/word/48443.json'}]",adjective,,Greek,ἀγαθός
129,19189,"{'id': 20836, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20836.json'}",ܐܕܐܕܘ,"{'Greek': ['ὁ Ἀδάδων'], 'English': ['Adada in Pisidia, now Kara Bavlo']}",{'Greek': ['Ἄδαδα']},,"[{'id': 47210, 'uri': 'https://sedra.bethmardutho.org/api/word/47210.json'}]",noun,,Greek,Ἄδαδα
130,19313,"{'id': 21000, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/21000.json'}",ܐܕܗܢܣ,{'Greek': ['ἀδένες']},{'Greek': ['ἀδήν']},,"[{'id': 47374, 'uri': 'https://sedra.bethmardutho.org/api/word/47374.json'}]",noun,,Greek,ἀδήν
131,19314,"{'id': 21001, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/21001.json'}",ܐܕܘܘܠܘܘܢܛܘ,{'Greek': ['ἐδουλεύοντο']},{'Greek': ['δουλεύω']},,"[{'id': 47375, 'uri': 'https://sedra.bethmardutho.org/api/word/47375.json'}]",verb,,Greek,δουλεύω
132,19316,"{'id': 21003, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/21003.json'}",ܐܕܘܠܣܟܝܐ,{'Greek': ['ἀδολεσχία']},{'Greek': ['ἀδολεσχία']},,"[{'id': 47377, 'uri': 'https://sedra.bethmardutho.org/api/word/47377.json'}]",noun,,Greek,ἀδολεσχία
133,19317,"{'id': 21004, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/21004.json'}",ܐܕܘܡܢܛܝܢܘܢ,{'Greek': ['ἀδαμάντινος']},{'Greek': ['ἀδαμάντινος']},,"[{'id': 47378, 'uri': 'https://sedra.bethmardutho.org/api/word/47378.json'}]",adjective,,Greek,ἀδαμάντινος
134,19195,"{'id': 20842, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20842.json'}",ܐܕܘܢܐܘܣ,"{'Greek': ['Αἰνείας'], 'English': ['Aeneas']}",{'Greek': ['Αἰνείας']},,"[{'id': 47216, 'uri': 'https://sedra.bethmardutho.org/api/word/47216.json'}]",noun,,Greek,Αἰνείας
135,19318,"{'id': 21005, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/21005.json'}",ܐܕܘܣܘܣ,{'Greek': ['Ὀδυσσεύς']},{'Greek': ['Ὀδυσσεύς']},,"[{'id': 47379, 'uri': 'https://sedra.bethmardutho.org/api/word/47379.json'}]",noun,,Greek,Ὀδυσσεύς
136,19204,"{'id': 20851, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20851.json'}",ܐܕܝܐ,"{'Greek': ['ἰδέα'], 'English': ['species, kind']}",{'Greek': ['ἰδέα']},,"[{'id': 47225, 'uri': 'https://sedra.bethmardutho.org/api/word/47225.json'}]",noun,,Greek,ἰδέα
137,19320,"{'id': 21007, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/21007.json'}",ܐܕܝܐܢܛܘܢ,{'Greek': ['ἀδίαντον']},{'Greek': ['ἀδίαντος']},,"[{'id': 47381, 'uri': 'https://sedra.bethmardutho.org/api/word/47381.json'}]",adjective,,Greek,ἀδίαντος
138,19205,"{'id': 20852, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20852.json'}",ܐܕܝܕܐ,"{'Greek': ['ἄστυ'], 'English': ['the suburbs']}",{'Greek': ['ἄστυ']},,"[{'id': 47226, 'uri': 'https://sedra.bethmardutho.org/api/word/47226.json'}]",noun,,Greek,ἄστυ
139,19322,"{'id': 21009, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/21009.json'}",ܐܕܝܘܢ,{'Greek': ['ἴδιον']},{'Greek': ['ἴδιος']},,"[{'id': 47383, 'uri': 'https://sedra.bethmardutho.org/api/word/47383.json'}, {'id': 48490, 'uri': 'https://sedra.bethmardutho.org/api/word/48490.json'}]",adjective,,Greek,ἴδιος
140,19323,"{'id': 21010, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/21010.json'}",ܐܕܝܠܘܢ,{'Greek': ['ἄδηλον']},{'Greek': ['ἄδηλος']},,"[{'id': 47384, 'uri': 'https://sedra.bethmardutho.org/api/word/47384.json'}, {'id': 48487, 'uri': 'https://sedra.bethmardutho.org/api/word/48487.json'}]",adjective,,Greek,ἄδηλος
141,19206,"{'id': 20853, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/20853.json'}",ܐܕܝܢ,"{'Greek': ['ἀδήν'], 'English': ['a gland']}",{'Greek': ['ἀδήν']},,"[{'id': 47227, 'uri': 'https://sedra.bethmardutho.org/api/word/47227.json'}, {'id': 48489, 'uri': 'https://sedra.bethmardutho.org/api/word/48489.json'}]",noun,,Greek,ἀδήν
